Multiple Cause of death,Multiple Cause of death Code,Year,Year Code,Gender,Gender Code,Race,Race Code,Five-Year Age Groups,Five-Year Age Groups Code,Deaths,Population,Crude Rate,socioec quintile,age_midpoint
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,40-44 years,40-44,80,1785666,4.480121,1,42.0
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,45-49 years,45-49,52,1632081,3.186116,1,47.0
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,50-54 years,50-54,26,1464916,1.774846,1,52.0
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,60-64 years ,60-64,5,1032570,0.48422867214813525,1,62.0
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,65-69 years,65-69,5,907460,0.5509884733211381,1,67.0
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,75-79 years,75-79,5,609243,0.8206905947216463,1,77.0
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,80-84 years,80-84,5,361904,1.381581855961802,1,82.0
Other and unspecified narcotics,T40.6,2000,2000,Female,F,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,42409,11.78995024640996,1,37.0
Other and unspecified narcotics,T40.6,2000,2000,Female,F,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,40549,12.330760314681003,1,42.0
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Black or African American,2054-5,15-19 years,15-19,5,420663,1.1885999006330483,1,17.0
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Black or African American,2054-5,25-29 years,25-29,5,350864,1.425053582014684,1,27.0
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Black or African American,2054-5,30-34 years,30-34,5,356490,1.4025638867850432,1,32.0
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Black or African American,2054-5,50-54 years,50-54,5,270567,1.8479711125155693,1,52.0
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Black or African American,2054-5,60-64 years ,60-64,5,172161,2.9042582234071594,1,62.0
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,15-19 years,15-19,5,1669645,0.2994648563017887,1,17.0
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,20-24 years,20-24,5,1452183,0.3443092227357021,1,22.0
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,50-54 years,50-54,5,1529318,0.3269431210513445,1,52.0
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,55-59 years,55-59,5,1283282,0.38962597464937554,1,57.0
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,60-64 years ,60-64,5,1114244,0.44873474750593223,1,62.0
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,70-74 years,70-74,5,986659,0.5067606944243148,1,72.0
Other and unspecified narcotics,T40.6,2000,2000,Male,M,American Indian or Alaska Native,1002-5,50-54 years,50-54,5,26646,18.76454252045335,1,52.0
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,20-24 years,20-24,5,375763,1.3306259530608389,1,22.0
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,25-29 years,25-29,5,337839,1.4799949088175137,1,27.0
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,30-34 years,30-34,24,334412,7.176776,1,32.0
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,35-39 years,35-39,27,356703,7.569322,1,37.0
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,40-44 years,40-44,55,349287,15.746363,1,42.0
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,45-49 years,45-49,40,299299,13.364562,1,47.0
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,55-59 years,55-59,5,165691,3.017665413329632,1,57.0
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,60-64 years ,60-64,5,132774,3.7657975205989125,1,62.0
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,65-69 years,65-69,5,110971,4.5056816645790345,1,67.0
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,10-14 years,10-14,5,1749459,0.28580263955885793,1,12.0
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,15-19 years,15-19,5,1788639,0.2795421546773832,1,17.0
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,30-34 years,30-34,41,1580706,2.593778,1,32.0
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,35-39 years,35-39,73,1772824,4.117724,1,37.0
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,40-44 years,40-44,59,1794061,3.288628,1,42.0
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,45-49 years,45-49,51,1656297,3.079158,1,47.0
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,50-54 years,50-54,20,1507521,1.326681,1,52.0
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,55-59 years,55-59,5,1223277,0.4087381680518803,1,57.0
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,60-64 years ,60-64,5,1037395,0.4819764891868574,1,62.0
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,65-69 years,65-69,5,909316,0.5498638537098215,1,67.0
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,75-79 years,75-79,5,612895,0.8158004225846188,1,77.0
Other and unspecified narcotics,T40.6,2001,2001,Female,F,American Indian or Alaska Native,1002-5,15-19 years,15-19,5,54910,9.105809506465125,1,17.0
Other and unspecified narcotics,T40.6,2001,2001,Female,F,American Indian or Alaska Native,1002-5,65-69 years,65-69,5,13466,37.130551017377094,1,67.0
Other and unspecified narcotics,T40.6,2001,2001,Female,F,Black or African American,2054-5,15-19 years,15-19,5,418707,1.1941524741645113,1,17.0
Other and unspecified narcotics,T40.6,2001,2001,Female,F,Black or African American,2054-5,20-24 years,20-24,5,387824,1.2892446058005693,1,22.0
Other and unspecified narcotics,T40.6,2001,2001,Female,F,Black or African American,2054-5,25-29 years,25-29,5,336795,1.484582609599311,1,27.0
Other and unspecified narcotics,T40.6,2001,2001,Female,F,Black or African American,2054-5,30-34 years,30-34,5,352768,1.4173621190130625,1,32.0
Other and unspecified narcotics,T40.6,2001,2001,Female,F,Black or African American,2054-5,45-49 years,45-49,5,346938,1.4411796920487234,1,47.0
Other and unspecified narcotics,T40.6,2001,2001,Female,F,Black or African American,2054-5,50-54 years,50-54,5,291082,1.7177290248108779,1,52.0
Other and unspecified narcotics,T40.6,2001,2001,Female,F,Black or African American,2054-5,55-59 years,55-59,5,208284,2.4005684546100516,1,57.0
Other and unspecified narcotics,T40.6,2001,2001,Female,F,White,2106-3,20-24 years,20-24,5,1506262,0.33194756290738264,1,22.0
Other and unspecified narcotics,T40.6,2001,2001,Female,F,White,2106-3,25-29 years,25-29,5,1390973,0.3594606077903741,1,27.0
Other and unspecified narcotics,T40.6,2001,2001,Female,F,White,2106-3,30-34 years,30-34,5,1517589,0.32946996848290283,1,32.0
Other and unspecified narcotics,T40.6,2001,2001,Female,F,White,2106-3,45-49 years,45-49,5,1683696,0.29696572302838514,1,47.0
Other and unspecified narcotics,T40.6,2001,2001,Female,F,White,2106-3,55-59 years,55-59,5,1306069,0.38282816604635744,1,57.0
Other and unspecified narcotics,T40.6,2001,2001,Female,F,White,2106-3,60-64 years ,60-64,5,1135123,0.44048089942675817,1,62.0
Other and unspecified narcotics,T40.6,2001,2001,Female,F,White,2106-3,65-69 years,65-69,5,1030803,0.48505873576231345,1,67.0
Other and unspecified narcotics,T40.6,2001,2001,Female,F,White,2106-3,70-74 years,70-74,5,975871,0.5123628020506809,1,72.0
Other and unspecified narcotics,T40.6,2001,2001,Male,M,American Indian or Alaska Native,1002-5,20-24 years,20-24,5,42475,11.771630370806356,1,22.0
Other and unspecified narcotics,T40.6,2001,2001,Male,M,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,37220,13.433637829124129,1,32.0
Other and unspecified narcotics,T40.6,2001,2001,Male,M,Black or African American,2054-5,< 1 year,< 1,5,84573,5.912052309838837,1,0.5
Other and unspecified narcotics,T40.6,2001,2001,Male,M,Black or African American,2054-5,1-4 years,1-4,5,323725,1.5445208124179473,1,2.5
Other and unspecified narcotics,T40.6,2001,2001,Male,M,Black or African American,2054-5,20-24 years,20-24,5,391320,1.2777266687110294,1,22.0
Other and unspecified narcotics,T40.6,2001,2001,Male,M,Black or African American,2054-5,25-29 years,25-29,5,326646,1.530709085676849,1,27.0
Other and unspecified narcotics,T40.6,2001,2001,Male,M,Black or African American,2054-5,35-39 years,35-39,33,351718,9.382517,1,37.0
Other and unspecified narcotics,T40.6,2001,2001,Male,M,Black or African American,2054-5,40-44 years,40-44,54,352957,15.299314,1,42.0
Other and unspecified narcotics,T40.6,2001,2001,Male,M,Black or African American,2054-5,45-49 years,45-49,32,308636,10.368201,1,47.0
Other and unspecified narcotics,T40.6,2001,2001,Male,M,Black or African American,2054-5,50-54 years,50-54,20,255906,7.81537,1,52.0
Other and unspecified narcotics,T40.6,2001,2001,Male,M,Black or African American,2054-5,55-59 years,55-59,5,172891,2.891995534758894,1,57.0
Other and unspecified narcotics,T40.6,2001,2001,Male,M,Black or African American,2054-5,60-64 years ,60-64,5,136105,3.6736343264391462,1,62.0
Other and unspecified narcotics,T40.6,2001,2001,Male,M,Black or African American,2054-5,65-69 years,65-69,5,113315,4.412478489167365,1,67.0
Other and unspecified narcotics,T40.6,2001,2001,Male,M,White,2106-3,1-4 years,1-4,5,1243104,0.4022189615671738,1,2.5
Other and unspecified narcotics,T40.6,2001,2001,Male,M,White,2106-3,10-14 years,10-14,5,1758964,0.28425823382400095,1,12.0
Other and unspecified narcotics,T40.6,2001,2001,Male,M,White,2106-3,15-19 years,15-19,5,1780038,0.28089287981492533,1,17.0
Other and unspecified narcotics,T40.6,2001,2001,Male,M,White,2106-3,30-34 years,30-34,27,1575475,1.713769,1,32.0
Other and unspecified narcotics,T40.6,2001,2001,Male,M,White,2106-3,35-39 years,35-39,44,1718583,2.560249,1,37.0
Other and unspecified narcotics,T40.6,2001,2001,Male,M,White,2106-3,40-44 years,40-44,49,1802965,2.717745,1,42.0
Other and unspecified narcotics,T40.6,2001,2001,Male,M,White,2106-3,45-49 years,45-49,56,1689526,3.314539,1,47.0
Other and unspecified narcotics,T40.6,2001,2001,Male,M,White,2106-3,50-54 years,50-54,21,1584443,1.325387,1,52.0
Other and unspecified narcotics,T40.6,2001,2001,Male,M,White,2106-3,60-64 years ,60-64,5,1061274,0.4711318660402497,1,62.0
Other and unspecified narcotics,T40.6,2001,2001,Male,M,White,2106-3,70-74 years,70-74,5,804182,0.6217498029053125,1,72.0
Other and unspecified narcotics,T40.6,2001,2001,Male,M,White,2106-3,75-79 years,75-79,5,619469,0.8071428917346953,1,77.0
Other and unspecified narcotics,T40.6,2002,2002,Female,F,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,42483,11.769413647812065,1,42.0
Other and unspecified narcotics,T40.6,2002,2002,Female,F,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,37705,13.260840737302745,1,47.0
Other and unspecified narcotics,T40.6,2002,2002,Female,F,Asian or Pacific Islander,A-PI,70-74 years,70-74,5,8831,56.618729475710566,1,72.0
Other and unspecified narcotics,T40.6,2002,2002,Female,F,Black or African American,2054-5,25-29 years,25-29,5,332146,1.5053620997994859,1,27.0
Other and unspecified narcotics,T40.6,2002,2002,Female,F,Black or African American,2054-5,30-34 years,30-34,5,349912,1.4289307025766478,1,32.0
Other and unspecified narcotics,T40.6,2002,2002,Female,F,Black or African American,2054-5,50-54 years,50-54,5,300639,1.6631242120949046,1,52.0
Other and unspecified narcotics,T40.6,2002,2002,Female,F,Black or African American,2054-5,55-59 years,55-59,5,221182,2.260581783327757,1,57.0
Other and unspecified narcotics,T40.6,2002,2002,Female,F,White,2106-3,15-19 years,15-19,5,1635935,0.3056356151069572,1,17.0
Other and unspecified narcotics,T40.6,2002,2002,Female,F,White,2106-3,20-24 years,20-24,5,1539906,0.3246951437295523,1,22.0
Other and unspecified narcotics,T40.6,2002,2002,Female,F,White,2106-3,25-29 years,25-29,5,1367080,0.36574304356731135,1,27.0
Other and unspecified narcotics,T40.6,2002,2002,Female,F,White,2106-3,40-44 years,40-44,28,1774473,1.577933,1,42.0
Other and unspecified narcotics,T40.6,2002,2002,Female,F,White,2106-3,45-49 years,45-49,22,1718317,1.280323,1,47.0
Other and unspecified narcotics,T40.6,2002,2002,Female,F,White,2106-3,55-59 years,55-59,5,1395522,0.3582888696846055,1,57.0
Other and unspecified narcotics,T40.6,2002,2002,Female,F,White,2106-3,60-64 years ,60-64,5,1168259,0.427987287065625,1,62.0
Other and unspecified narcotics,T40.6,2002,2002,Female,F,White,2106-3,65-69 years,65-69,5,1033740,0.48368061601563256,1,67.0
Other and unspecified narcotics,T40.6,2002,2002,Male,M,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,40112,12.465097726366174,1,42.0
Other and unspecified narcotics,T40.6,2002,2002,Male,M,Asian or Pacific Islander,A-PI,30-34 years,30-34,5,35404,14.122698000225961,1,32.0
Other and unspecified narcotics,T40.6,2002,2002,Male,M,Black or African American,2054-5,25-29 years,25-29,5,321906,1.5532484638372692,1,27.0
Other and unspecified narcotics,T40.6,2002,2002,Male,M,Black or African American,2054-5,35-39 years,35-39,34,343861,9.887716,1,37.0
Other and unspecified narcotics,T40.6,2002,2002,Male,M,Black or African American,2054-5,40-44 years,40-44,27,351460,7.68224,1,42.0
Other and unspecified narcotics,T40.6,2002,2002,Male,M,Black or African American,2054-5,45-49 years,45-49,26,319529,8.136977,1,47.0
Other and unspecified narcotics,T40.6,2002,2002,Male,M,Black or African American,2054-5,50-54 years,50-54,25,264959,9.435422,1,52.0
Other and unspecified narcotics,T40.6,2002,2002,Male,M,Black or African American,2054-5,55-59 years,55-59,5,185746,2.6918480074941047,1,57.0
Other and unspecified narcotics,T40.6,2002,2002,Male,M,Black or African American,2054-5,60-64 years ,60-64,5,140153,3.5675297710359395,1,62.0
Other and unspecified narcotics,T40.6,2002,2002,Male,M,Black or African American,2054-5,65-69 years,65-69,5,114665,4.360528496053721,1,67.0
Other and unspecified narcotics,T40.6,2002,2002,Male,M,White,2106-3,20-24 years,20-24,23,1631419,1.409816,1,22.0
Other and unspecified narcotics,T40.6,2002,2002,Male,M,White,2106-3,30-34 years,30-34,36,1571556,2.290723,1,32.0
Other and unspecified narcotics,T40.6,2002,2002,Male,M,White,2106-3,35-39 years,35-39,55,1673046,3.287417,1,37.0
Other and unspecified narcotics,T40.6,2002,2002,Male,M,White,2106-3,40-44 years,40-44,70,1795425,3.898798,1,42.0
Other and unspecified narcotics,T40.6,2002,2002,Male,M,White,2106-3,45-49 years,45-49,43,1723758,2.49455,1,47.0
Other and unspecified narcotics,T40.6,2002,2002,Male,M,White,2106-3,50-54 years,50-54,28,1574765,1.778043,1,52.0
Other and unspecified narcotics,T40.6,2002,2002,Male,M,White,2106-3,60-64 years ,60-64,5,1095342,0.4564784332199441,1,62.0
Other and unspecified narcotics,T40.6,2002,2002,Male,M,White,2106-3,65-69 years,65-69,5,929270,0.5380567542264358,1,67.0
Other and unspecified narcotics,T40.6,2003,2003,Female,F,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,43167,11.582922139597377,1,42.0
Other and unspecified narcotics,T40.6,2003,2003,Female,F,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,39035,12.80901754835404,1,47.0
Other and unspecified narcotics,T40.6,2003,2003,Female,F,Black or African American,2054-5,30-34 years,30-34,5,346266,1.4439765960273314,1,32.0
Other and unspecified narcotics,T40.6,2003,2003,Female,F,Black or African American,2054-5,50-54 years,50-54,5,310531,1.610145202894397,1,52.0
Other and unspecified narcotics,T40.6,2003,2003,Female,F,Black or African American,2054-5,60-64 years ,60-64,5,183091,2.7308824573572705,1,62.0
Other and unspecified narcotics,T40.6,2003,2003,Female,F,Black or African American,2054-5,65-69 years,65-69,5,157892,3.1667215565069795,1,67.0
Other and unspecified narcotics,T40.6,2003,2003,Female,F,White,2106-3,15-19 years,15-19,5,1636570,0.30551702646388484,1,17.0
Other and unspecified narcotics,T40.6,2003,2003,Female,F,White,2106-3,20-24 years,20-24,5,1558526,0.3208159504557511,1,22.0
Other and unspecified narcotics,T40.6,2003,2003,Female,F,White,2106-3,25-29 years,25-29,5,1363356,0.36674206883601934,1,27.0
Other and unspecified narcotics,T40.6,2003,2003,Female,F,White,2106-3,30-34 years,30-34,5,1505209,0.3321797836712377,1,32.0
Other and unspecified narcotics,T40.6,2003,2003,Female,F,White,2106-3,45-49 years,45-49,29,1744822,1.662061,1,47.0
Other and unspecified narcotics,T40.6,2003,2003,Female,F,White,2106-3,55-59 years,55-59,5,1439052,0.3474509607713967,1,57.0
Other and unspecified narcotics,T40.6,2003,2003,Female,F,White,2106-3,65-69 years,65-69,5,1049564,0.47638829075692385,1,67.0
Other and unspecified narcotics,T40.6,2003,2003,Female,F,White,2106-3,80-84 years,80-84,5,649435,0.7698999899913002,1,82.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,39767,12.573239117861544,1,37.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,40932,12.215381608521449,1,42.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,American Indian or Alaska Native,1002-5,60-64 years ,60-64,5,17172,29.11716748194736,1,62.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,Black or African American,2054-5,20-24 years,20-24,5,409338,1.2214844456170695,1,22.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,Black or African American,2054-5,25-29 years,25-29,5,321778,1.5538663302028106,1,27.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,Black or African American,2054-5,30-34 years,30-34,5,327386,1.5272491798671906,1,32.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,Black or African American,2054-5,35-39 years,35-39,20,336138,5.949937,1,37.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,Black or African American,2054-5,40-44 years,40-44,28,349885,8.002629,1,42.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,Black or African American,2054-5,45-49 years,45-49,34,329326,10.324117,1,47.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,Black or African American,2054-5,60-64 years ,60-64,5,145762,3.4302493105198884,1,62.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,Black or African American,2054-5,65-69 years,65-69,5,116351,4.297341664446373,1,67.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,Black or African American,2054-5,70-74 years,70-74,5,91556,5.461138538162436,1,72.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,White,2106-3,15-19 years,15-19,5,1766521,0.2830422055554392,1,17.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,White,2106-3,20-24 years,20-24,23,1652510,1.391822,1,22.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,White,2106-3,25-29 years,25-29,33,1432643,2.303435,1,27.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,White,2106-3,30-34 years,30-34,37,1557602,2.375446,1,32.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,White,2106-3,35-39 years,35-39,40,1628860,2.455705,1,37.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,White,2106-3,40-44 years,40-44,58,1785581,3.248242,1,42.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,White,2106-3,45-49 years,45-49,39,1753347,2.224317,1,47.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,White,2106-3,50-54 years,50-54,38,1594640,2.382983,1,52.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,White,2106-3,60-64 years ,60-64,5,1142842,0.43750579695180963,1,62.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,White,2106-3,65-69 years,65-69,5,952425,0.5249757198729559,1,67.0
Other and unspecified narcotics,T40.6,2003,2003,Male,M,White,2106-3,70-74 years,70-74,5,791326,0.6318508427626541,1,72.0
Other and unspecified narcotics,T40.6,2004,2004,Female,F,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,40532,12.335932103029704,1,47.0
Other and unspecified narcotics,T40.6,2004,2004,Female,F,Black or African American,2054-5,20-24 years,20-24,5,395214,1.2651373686154843,1,22.0
Other and unspecified narcotics,T40.6,2004,2004,Female,F,Black or African American,2054-5,25-29 years,25-29,5,333776,1.4980106418675998,1,27.0
Other and unspecified narcotics,T40.6,2004,2004,Female,F,Black or African American,2054-5,30-34 years,30-34,5,340907,1.4666756622773953,1,32.0
Other and unspecified narcotics,T40.6,2004,2004,Female,F,Black or African American,2054-5,35-39 years,35-39,5,351105,1.424075419034192,1,37.0
Other and unspecified narcotics,T40.6,2004,2004,Female,F,Black or African American,2054-5,40-44 years,40-44,5,382779,1.3062367580248655,1,42.0
Other and unspecified narcotics,T40.6,2004,2004,Female,F,Black or African American,2054-5,45-49 years,45-49,5,370394,1.3499138754947435,1,47.0
Other and unspecified narcotics,T40.6,2004,2004,Female,F,Black or African American,2054-5,50-54 years,50-54,5,321216,1.5565849770870692,1,52.0
Other and unspecified narcotics,T40.6,2004,2004,Female,F,Black or African American,2054-5,55-59 years,55-59,5,247772,2.0179842758665223,1,57.0
Other and unspecified narcotics,T40.6,2004,2004,Female,F,Black or African American,2054-5,65-69 years,65-69,5,158164,3.1612756379454234,1,67.0
Other and unspecified narcotics,T40.6,2004,2004,Female,F,White,2106-3,15-19 years,15-19,5,1647277,0.3035312215249773,1,17.0
Other and unspecified narcotics,T40.6,2004,2004,Female,F,White,2106-3,25-29 years,25-29,5,1381637,0.3618895556502902,1,27.0
Other and unspecified narcotics,T40.6,2004,2004,Female,F,White,2106-3,40-44 years,40-44,21,1758221,1.194389,1,42.0
Other and unspecified narcotics,T40.6,2004,2004,Female,F,White,2106-3,55-59 years,55-59,5,1492511,0.3350059061541255,1,57.0
Other and unspecified narcotics,T40.6,2004,2004,Female,F,White,2106-3,60-64 years ,60-64,5,1255001,0.3984060570469665,1,62.0
Other and unspecified narcotics,T40.6,2004,2004,Female,F,White,2106-3,75-79 years,75-79,5,837497,0.5970170639417216,1,77.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,American Indian or Alaska Native,1002-5,20-24 years,20-24,5,49519,10.097134433247845,1,22.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,American Indian or Alaska Native,1002-5,25-29 years,25-29,5,39365,12.701638511367968,1,27.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,39591,12.629132883736201,1,37.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,41975,11.911852293031567,1,42.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,Asian or Pacific Islander,A-PI,50-54 years,50-54,5,24703,20.24045662470145,1,52.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,Black or African American,2054-5,15-19 years,15-19,5,447387,1.1176006455261327,1,17.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,Black or African American,2054-5,20-24 years,20-24,5,413304,1.2097632735226371,1,22.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,Black or African American,2054-5,25-29 years,25-29,5,327242,1.5279212326046168,1,27.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,Black or African American,2054-5,30-34 years,30-34,5,323923,1.54357671421912,1,32.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,Black or African American,2054-5,45-49 years,45-49,22,335379,6.559743,1,47.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,Black or African American,2054-5,55-59 years,55-59,5,213041,2.3469660769523237,1,57.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,Black or African American,2054-5,60-64 years ,60-64,5,151381,3.3029244092719696,1,62.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,Black or African American,2054-5,65-69 years,65-69,5,118254,4.228186784379387,1,67.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,White,2106-3,10-14 years,10-14,5,1759513,0.28416954009433293,1,12.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,White,2106-3,15-19 years,15-19,5,1771286,0.2822807835662902,1,17.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,White,2106-3,20-24 years,20-24,29,1663753,1.743047,1,22.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,White,2106-3,25-29 years,25-29,28,1451900,1.928507,1,27.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,White,2106-3,30-34 years,30-34,24,1534019,1.564518,1,32.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,White,2106-3,35-39 years,35-39,44,1595444,2.757853,1,37.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,White,2106-3,40-44 years,40-44,47,1781874,2.637672,1,42.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,White,2106-3,45-49 years,45-49,48,1768006,2.714923,1,47.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,White,2106-3,50-54 years,50-54,21,1622185,1.29455,1,52.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,White,2106-3,60-64 years ,60-64,5,1179590,0.42387609254062847,1,62.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,White,2106-3,65-69 years,65-69,5,976868,0.5118398801066264,1,67.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,White,2106-3,70-74 years,70-74,5,789313,0.6334622640194701,1,72.0
Other and unspecified narcotics,T40.6,2004,2004,Male,M,White,2106-3,75-79 years,75-79,5,635258,0.7870817840940216,1,77.0
Other and unspecified narcotics,T40.6,2005,2005,Female,F,American Indian or Alaska Native,1002-5,15-19 years,15-19,5,61389,8.144781638404275,1,17.0
Other and unspecified narcotics,T40.6,2005,2005,Female,F,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,40215,12.433171702101205,1,37.0
Other and unspecified narcotics,T40.6,2005,2005,Female,F,Black or African American,2054-5,10-14 years,10-14,5,443427,1.127581315526569,1,12.0
Other and unspecified narcotics,T40.6,2005,2005,Female,F,Black or African American,2054-5,15-19 years,15-19,5,442659,1.1295376350644628,1,17.0
Other and unspecified narcotics,T40.6,2005,2005,Female,F,Black or African American,2054-5,25-29 years,25-29,5,340979,1.466365963886339,1,27.0
Other and unspecified narcotics,T40.6,2005,2005,Female,F,Black or African American,2054-5,30-34 years,30-34,5,332221,1.5050222592792148,1,32.0
Other and unspecified narcotics,T40.6,2005,2005,Female,F,Black or African American,2054-5,35-39 years,35-39,5,342721,1.4589126432287487,1,37.0
Other and unspecified narcotics,T40.6,2005,2005,Female,F,Black or African American,2054-5,45-49 years,45-49,5,375279,1.332342070832634,1,47.0
Other and unspecified narcotics,T40.6,2005,2005,Female,F,Black or African American,2054-5,50-54 years,50-54,5,330125,1.5145778114350625,1,52.0
Other and unspecified narcotics,T40.6,2005,2005,Female,F,Black or African American,2054-5,55-59 years,55-59,5,265855,1.8807244550600892,1,57.0
Other and unspecified narcotics,T40.6,2005,2005,Female,F,Black or African American,2054-5,60-64 years ,60-64,5,193431,2.5849010758358277,1,62.0
Other and unspecified narcotics,T40.6,2005,2005,Female,F,White,2106-3,10-14 years,10-14,5,1640941,0.30470321602056377,1,12.0
Other and unspecified narcotics,T40.6,2005,2005,Female,F,White,2106-3,20-24 years,20-24,5,1547271,0.32314959693550777,1,22.0
