Census Region,Census Region Code,Year,Year Code,Gender,Gender Code,Single Race 6,Single Race 6 Code,Five-Year Age Groups,Five-Year Age Groups Code,Deaths,Population,Crude Rate,age_midpoint
Census Region 3: South,CENS-R3,2018,2018,Female,F,Black or African American,2054-5,25-29 years,25-29,13,244770,Unreliable,27.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,Black or African American,2054-5,35-39 years,35-39,14,212247,Unreliable,37.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,Black or African American,2054-5,50-54 years,50-54,11,196767,Unreliable,52.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,Black or African American,2054-5,55-59 years,55-59,11,198178,Unreliable,57.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,15-19 years,15-19,13,769991,Unreliable,17.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,20-24 years,20-24,82,781208,10.5,22.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,25-29 years,25-29,171,852917,20.0,27.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,30-34 years,30-34,214,816672,26.2,32.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,35-39 years,35-39,187,812395,23.0,37.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,40-44 years,40-44,155,774126,20.0,42.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,45-49 years,45-49,168,849987,19.8,47.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,50-54 years,50-54,179,871395,20.5,52.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,55-59 years,55-59,163,946976,17.2,57.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,60-64 years ,60-64,98,917695,10.7,62.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,65-69 years,65-69,40,839526,4.8,67.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,70-74 years,70-74,21,720582,2.9,72.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,20-24 years,20-24,11,242636,Unreliable,22.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,25-29 years,25-29,38,245501,15.5,27.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,30-34 years,30-34,40,200870,19.9,32.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,35-39 years,35-39,41,190111,21.6,37.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,40-44 years,40-44,37,167450,22.1,42.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,45-49 years,45-49,32,170538,18.8,47.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,50-54 years,50-54,37,171810,21.5,52.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,55-59 years,55-59,23,171093,13.4,57.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,60-64 years ,60-64,13,150792,Unreliable,62.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,65-69 years,65-69,17,114257,Unreliable,67.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,15-19 years,15-19,17,820815,Unreliable,17.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,20-24 years,20-24,187,857341,21.8,22.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,25-29 years,25-29,371,886986,41.8,27.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,30-34 years,30-34,430,837731,51.3,32.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,35-39 years,35-39,401,818659,49.0,37.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,40-44 years,40-44,295,767398,38.4,42.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,45-49 years,45-49,252,834083,30.2,47.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,50-54 years,50-54,239,843673,28.3,52.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,55-59 years,55-59,206,888148,23.2,57.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,60-64 years ,60-64,131,824897,15.9,62.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,65-69 years,65-69,55,737165,7.5,67.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,70-74 years,70-74,25,633086,3.9,72.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,25-29 years,25-29,24,245247,9.8,27.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,30-34 years,30-34,17,221883,Unreliable,32.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,35-39 years,35-39,23,214571,10.7,37.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,40-44 years,40-44,16,197363,Unreliable,42.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,45-49 years,45-49,16,195821,Unreliable,47.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,50-54 years,50-54,10,193037,Unreliable,52.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,55-59 years,55-59,16,200652,Unreliable,57.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,15-19 years,15-19,14,769855,Unreliable,17.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,20-24 years,20-24,63,780335,8.1,22.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,25-29 years,25-29,147,844993,17.4,27.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,30-34 years,30-34,203,828911,24.5,32.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,35-39 years,35-39,209,822561,25.4,37.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,40-44 years,40-44,150,777385,19.3,42.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,45-49 years,45-49,150,838730,17.9,47.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,50-54 years,50-54,161,853040,18.9,52.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,55-59 years,55-59,147,953303,15.4,57.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,60-64 years ,60-64,106,928683,11.4,62.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,65-69 years,65-69,36,855598,4.2,67.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,70-74 years,70-74,12,748664,Unreliable,72.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,75-79 years,75-79,11,544946,Unreliable,77.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,20-24 years,20-24,21,239712,8.8,22.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,25-29 years,25-29,42,247839,16.9,27.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,30-34 years,30-34,58,208150,27.9,32.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,35-39 years,35-39,66,192802,34.2,37.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,40-44 years,40-44,49,171960,28.5,42.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,45-49 years,45-49,43,170470,25.2,47.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,50-54 years,50-54,31,168655,18.4,52.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,55-59 years,55-59,44,172802,25.5,57.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,60-64 years ,60-64,22,154634,14.2,62.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,65-69 years,65-69,17,119099,Unreliable,67.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,15-19 years,15-19,29,820992,3.5,17.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,20-24 years,20-24,183,854748,21.4,22.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,25-29 years,25-29,402,881575,45.6,27.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,30-34 years,30-34,432,848203,50.9,32.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,35-39 years,35-39,442,829111,53.3,37.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,40-44 years,40-44,340,772487,44.0,42.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,45-49 years,45-49,298,821211,36.3,47.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,50-54 years,50-54,263,827857,31.8,52.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,55-59 years,55-59,236,895403,26.4,57.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,60-64 years ,60-64,138,838892,16.5,62.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,65-69 years,65-69,59,747563,7.9,67.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,70-74 years,70-74,17,656342,Unreliable,72.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,20-24 years,20-24,11,231501,Unreliable,22.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,25-29 years,25-29,31,241919,12.8,27.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,30-34 years,30-34,32,230703,13.9,32.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,35-39 years,35-39,39,216326,18.0,37.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,40-44 years,40-44,38,204753,18.6,42.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,45-49 years,45-49,24,196297,12.2,47.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,50-54 years,50-54,21,192707,10.9,52.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,55-59 years,55-59,27,201668,13.4,57.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,15-19 years,15-19,33,769271,4.3,17.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,20-24 years,20-24,94,787508,11.9,22.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,25-29 years,25-29,218,833561,26.2,27.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,30-34 years,30-34,285,849773,33.5,32.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,35-39 years,35-39,270,831047,32.5,37.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,40-44 years,40-44,262,791971,33.1,42.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,45-49 years,45-49,214,823826,26.0,47.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,50-54 years,50-54,212,851164,24.9,52.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,55-59 years,55-59,223,951747,23.4,57.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,60-64 years ,60-64,128,944460,13.6,62.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,65-69 years,65-69,54,876922,6.2,67.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,70-74 years,70-74,16,779709,Unreliable,72.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,20-24 years,20-24,45,240764,18.7,22.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,25-29 years,25-29,81,246460,32.9,27.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,30-34 years,30-34,92,218882,42.0,32.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,35-39 years,35-39,98,195562,50.1,37.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,40-44 years,40-44,106,179158,59.2,42.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,45-49 years,45-49,65,169402,38.4,47.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,50-54 years,50-54,64,167812,38.1,52.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,55-59 years,55-59,55,173569,31.7,57.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,60-64 years ,60-64,45,158325,28.4,62.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,65-69 years,65-69,25,124231,20.1,67.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,15-19 years,15-19,59,822033,7.2,17.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,20-24 years,20-24,281,859994,32.7,22.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,25-29 years,25-29,509,874267,58.2,27.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,30-34 years,30-34,661,865424,76.4,32.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,35-39 years,35-39,667,838220,79.6,37.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,40-44 years,40-44,553,788357,70.1,42.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,45-49 years,45-49,417,806849,51.7,47.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,50-54 years,50-54,396,826732,47.9,52.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,55-59 years,55-59,312,894600,34.9,57.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,60-64 years ,60-64,215,855339,25.1,62.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,65-69 years,65-69,76,764663,9.9,67.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,70-74 years,70-74,30,679107,4.4,72.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,75-79 years,75-79,10,475060,Unreliable,77.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,20-24 years,20-24,28,231724,12.1,22.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,25-29 years,25-29,43,232072,18.5,27.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,30-34 years,30-34,57,239400,23.8,32.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,35-39 years,35-39,52,220447,23.6,37.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,40-44 years,40-44,44,212654,20.7,42.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,45-49 years,45-49,30,194815,15.4,47.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,50-54 years,50-54,34,195047,17.4,52.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,55-59 years,55-59,26,201999,12.9,57.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,60-64 years ,60-64,17,190416,Unreliable,62.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,15-19 years,15-19,42,790650,5.3,17.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,20-24 years,20-24,151,789952,19.1,22.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,25-29 years,25-29,244,812045,30.0,27.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,30-34 years,30-34,348,864506,40.3,32.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,35-39 years,35-39,320,845590,37.8,37.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,40-44 years,40-44,293,814317,36.0,42.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,45-49 years,45-49,260,802661,32.4,47.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,50-54 years,50-54,245,865468,28.3,52.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,55-59 years,55-59,225,938464,24.0,57.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,60-64 years ,60-64,151,955412,15.8,62.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,65-69 years,65-69,70,886438,7.9,67.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,70-74 years,70-74,20,795024,2.5,72.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,15-19 years,15-19,13,238094,Unreliable,17.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,20-24 years,20-24,53,240159,22.1,22.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,25-29 years,25-29,134,233984,57.3,27.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,30-34 years,30-34,132,227480,58.0,32.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,35-39 years,35-39,158,202931,77.9,37.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,40-44 years,40-44,132,189023,69.8,42.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,45-49 years,45-49,95,170955,55.6,47.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,50-54 years,50-54,87,173372,50.2,52.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,55-59 years,55-59,91,178074,51.1,57.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,60-64 years ,60-64,50,163670,30.5,62.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,65-69 years,65-69,28,130958,21.4,67.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,70-74 years,70-74,10,93400,Unreliable,72.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,15-19 years,15-19,69,847972,8.1,17.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,20-24 years,20-24,282,856282,32.9,22.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,25-29 years,25-29,494,842141,58.7,27.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,30-34 years,30-34,791,873425,90.6,32.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,35-39 years,35-39,810,865733,93.6,37.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,40-44 years,40-44,697,825516,84.4,42.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,45-49 years,45-49,516,801194,64.4,47.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,50-54 years,50-54,458,860626,53.2,52.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,55-59 years,55-59,371,906280,40.9,57.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,60-64 years ,60-64,274,890347,30.8,62.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,65-69 years,65-69,117,792009,14.8,67.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,70-74 years,70-74,34,700155,4.9,72.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,More than one race,M,40-44 years,40-44,10,17437,Unreliable,42.0
Census Region 4: West,CENS-R4,2018,2018,Female,F,White,2106-3,20-24 years,20-24,14,378305,Unreliable,22.0
Census Region 4: West,CENS-R4,2018,2018,Female,F,White,2106-3,25-29 years,25-29,42,415578,10.1,27.0
Census Region 4: West,CENS-R4,2018,2018,Female,F,White,2106-3,30-34 years,30-34,22,395560,5.6,32.0
Census Region 4: West,CENS-R4,2018,2018,Female,F,White,2106-3,35-39 years,35-39,43,397050,10.8,37.0
Census Region 4: West,CENS-R4,2018,2018,Female,F,White,2106-3,40-44 years,40-44,28,360766,7.8,42.0
Census Region 4: West,CENS-R4,2018,2018,Female,F,White,2106-3,45-49 years,45-49,44,368429,11.9,47.0
Census Region 4: West,CENS-R4,2018,2018,Female,F,White,2106-3,50-54 years,50-54,54,369597,14.6,52.0
Census Region 4: West,CENS-R4,2018,2018,Female,F,White,2106-3,55-59 years,55-59,46,410356,11.2,57.0
Census Region 4: West,CENS-R4,2018,2018,Female,F,White,2106-3,60-64 years ,60-64,61,407404,15.0,62.0
Census Region 4: West,CENS-R4,2018,2018,Female,F,White,2106-3,65-69 years,65-69,20,361585,5.5,67.0
Census Region 4: West,CENS-R4,2018,2018,Female,F,White,2106-3,70-74 years,70-74,13,290604,Unreliable,72.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,15-19 years,15-19,16,406635,Unreliable,17.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,20-24 years,20-24,45,406113,11.1,22.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,25-29 years,25-29,96,444327,21.6,27.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,30-34 years,30-34,102,419784,24.3,32.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,35-39 years,35-39,83,415496,20.0,37.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,40-44 years,40-44,51,373698,13.6,42.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,45-49 years,45-49,52,377767,13.8,47.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,50-54 years,50-54,75,376320,19.9,52.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,55-59 years,55-59,81,401229,20.2,57.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,60-64 years ,60-64,62,385073,16.1,62.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,65-69 years,65-69,36,339297,10.6,67.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,70-74 years,70-74,12,272298,Unreliable,72.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,20-24 years,20-24,38,373887,10.2,22.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,25-29 years,25-29,36,415132,8.7,27.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,30-34 years,30-34,47,399284,11.8,32.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,35-39 years,35-39,37,401845,9.2,37.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,40-44 years,40-44,36,366509,9.8,42.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,45-49 years,45-49,41,363606,11.3,47.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,50-54 years,50-54,51,362698,14.1,52.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,55-59 years,55-59,54,405987,13.3,57.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,60-64 years ,60-64,39,407807,9.6,62.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,65-69 years,65-69,30,370425,8.1,67.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,70-74 years,70-74,12,303506,Unreliable,72.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,75-79 years,75-79,10,212415,Unreliable,77.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,15-19 years,15-19,19,405911,Unreliable,17.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,20-24 years,20-24,74,402483,18.4,22.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,25-29 years,25-29,119,443932,26.8,27.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,30-34 years,30-34,103,423953,24.3,32.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,35-39 years,35-39,91,421435,21.6,37.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,40-44 years,40-44,83,380749,21.8,42.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,45-49 years,45-49,66,373620,17.7,47.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,50-54 years,50-54,67,370717,18.1,52.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,55-59 years,55-59,78,398951,19.6,57.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,60-64 years ,60-64,55,386916,14.2,62.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,65-69 years,65-69,49,344836,14.2,67.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,70-74 years,70-74,14,284875,Unreliable,72.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,Black or African American,2054-5,45-49 years,45-49,10,28499,Unreliable,47.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,Black or African American,2054-5,55-59 years,55-59,10,29626,Unreliable,57.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,15-19 years,15-19,17,384192,Unreliable,17.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,20-24 years,20-24,39,373952,10.4,22.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,25-29 years,25-29,58,409571,14.2,27.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,30-34 years,30-34,60,406812,14.7,32.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,35-39 years,35-39,65,403315,16.1,37.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,40-44 years,40-44,68,375966,18.1,42.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,45-49 years,45-49,56,358499,15.6,47.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,50-54 years,50-54,60,363116,16.5,52.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,55-59 years,55-59,65,397657,16.3,57.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,60-64 years ,60-64,60,409873,14.6,62.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,65-69 years,65-69,28,378865,7.4,67.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,70-74 years,70-74,14,317432,Unreliable,72.0
Census Region 4: West,CENS-R4,2020,2020,Male,M,Black or African American,2054-5,20-24 years,20-24,20,37867,52.8,22.0
Census Region 4: West,CENS-R4,2020,2020,Male,M,Black or African American,2054-5,25-29 years,25-29,17,46308,Unreliable,27.0
Census Region 4: West,CENS-R4,2020,2020,Male,M,Black or African American,2054-5,30-34 years,30-34,13,42313,Unreliable,32.0
Census Region 4: West,CENS-R4,2020,2020,Male,M,Black or African American,2054-5,35-39 years,35-39,11,36215,Unreliable,37.0
Census Region 4: West,CENS-R4,2020,2020,Male,M,Black or African American,2054-5,40-44 years,40-44,12,32108,Unreliable,42.0
Census Region 4: West,CENS-R4,2020,2020,Male,M,White,2106-3,15-19 years,15-19,63,405953,15.5,17.0
