"Notes"	"Multiple Cause of death"	"Multiple Cause of death Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Single Race 6"	"Single Race 6 Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"20-24 years"	"20-24"	0	5333	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"25-29 years"	"25-29"	0	5996	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"30-34 years"	"30-34"	0	6827	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"35-39 years"	"35-39"	0	6577	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"40-44 years"	"40-44"	0	5616	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"45-49 years"	"45-49"	0	4531	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"50-54 years"	"50-54"	0	4098	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"55-59 years"	"55-59"	0	3881	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"60-64 years "	"60-64"	0	3589	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"65-69 years"	"65-69"	0	2633	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"70-74 years"	"70-74"	0	2004	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"75-79 years"	"75-79"	0	1167	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"80-84 years"	"80-84"	0	636	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"< 1 year"	"1"	0	241314	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"1-4 years"	"1-4"	0	998114	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"5-9 years"	"5-9"	0	1298264	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"10-14 years"	"10-14"	0	1340971	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"15-19 years"	"15-19"	Suppressed	1366994	Suppressed
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	78	1427738	5.5
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	174	1590145	10.9
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	258	1597715	16.1
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	250	1513985	16.5
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	203	1382504	14.7
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"45-49 years"	"45-49"	175	1346183	13.0
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"50-54 years"	"50-54"	153	1396968	11.0
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"55-59 years"	"55-59"	163	1500102	10.9
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"60-64 years "	"60-64"	90	1457427	6.2
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"65-69 years"	"65-69"	43	1256949	3.4
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"70-74 years"	"70-74"	Suppressed	1040077	Suppressed
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"75-79 years"	"75-79"	0	686051	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"80-84 years"	"80-84"	0	425138	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"White"	"2106-3"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"< 1 year"	"1"	0	24552	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"1-4 years"	"1-4"	0	96420	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"5-9 years"	"5-9"	0	118465	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"10-14 years"	"10-14"	0	110179	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"15-19 years"	"15-19"	0	90692	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"20-24 years"	"20-24"	Suppressed	81105	Suppressed
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"25-29 years"	"25-29"	Suppressed	72991	Suppressed
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"30-34 years"	"30-34"	Suppressed	55416	Suppressed
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"35-39 years"	"35-39"	Suppressed	44457	Suppressed
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"40-44 years"	"40-44"	0	38719	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"45-49 years"	"45-49"	Suppressed	30832	Suppressed
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"50-54 years"	"50-54"	Suppressed	26567	Suppressed
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"55-59 years"	"55-59"	Suppressed	24207	Suppressed
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"60-64 years "	"60-64"	0	21371	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"65-69 years"	"65-69"	0	15816	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"70-74 years"	"70-74"	0	11128	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"75-79 years"	"75-79"	0	6469	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"80-84 years"	"80-84"	0	3732	Unreliable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2020"	"2020"	"Male"	"M"	"More than one race"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"< 1 year"	"1"	0	5794	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"1-4 years"	"1-4"	0	24149	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"5-9 years"	"5-9"	0	30554	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"10-14 years"	"10-14"	0	28746	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"15-19 years"	"15-19"	0	27554	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"20-24 years"	"20-24"	0	27631	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"25-29 years"	"25-29"	0	29351	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"30-34 years"	"30-34"	0	28799	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"35-39 years"	"35-39"	Suppressed	26204	Suppressed
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"40-44 years"	"40-44"	0	23805	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"45-49 years"	"45-49"	Suppressed	21395	Suppressed
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"50-54 years"	"50-54"	0	20335	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"55-59 years"	"55-59"	0	19896	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"60-64 years "	"60-64"	Suppressed	17847	Suppressed
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"65-69 years"	"65-69"	Suppressed	13947	Suppressed
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"70-74 years"	"70-74"	Suppressed	10168	Suppressed
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"75-79 years"	"75-79"	0	6137	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"80-84 years"	"80-84"	0	3803	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"< 1 year"	"1"	0	14990	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"1-4 years"	"1-4"	0	66463	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"5-9 years"	"5-9"	0	86941	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"10-14 years"	"10-14"	0	81999	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"15-19 years"	"15-19"	0	85600	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"20-24 years"	"20-24"	0	99649	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"25-29 years"	"25-29"	0	116608	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"30-34 years"	"30-34"	0	130758	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"35-39 years"	"35-39"	0	128013	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"40-44 years"	"40-44"	0	114930	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"45-49 years"	"45-49"	0	107170	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"50-54 years"	"50-54"	0	96373	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"55-59 years"	"55-59"	0	84994	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"60-64 years "	"60-64"	0	76787	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"65-69 years"	"65-69"	0	69355	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"70-74 years"	"70-74"	Suppressed	55933	Suppressed
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"75-79 years"	"75-79"	0	34243	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"80-84 years"	"80-84"	0	21807	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Asian"	"A"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"< 1 year"	"1"	0	61125	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	0	257466	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	0	333864	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	0	347473	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	0	340171	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	Suppressed	357274	Suppressed
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	Suppressed	390716	Suppressed
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	Suppressed	394471	Suppressed
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	11	346905	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	10	328948	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	20	304632	6.6
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	23	306889	7.5
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	31	310811	10.0
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	24	297202	8.1
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	11	242777	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	Suppressed	185414	Suppressed
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	0	113521	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	0	74889	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"< 1 year"	"1"	0	1146	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"1-4 years"	"1-4"	0	4773	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"5-9 years"	"5-9"	0	6143	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"10-14 years"	"10-14"	0	5780	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"15-19 years"	"15-19"	0	5525	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"20-24 years"	"20-24"	0	5054	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"25-29 years"	"25-29"	0	5675	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"30-34 years"	"30-34"	0	6266	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"35-39 years"	"35-39"	0	6195	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"40-44 years"	"40-44"	0	5416	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"45-49 years"	"45-49"	0	4437	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"50-54 years"	"50-54"	0	4276	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"55-59 years"	"55-59"	0	4054	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"60-64 years "	"60-64"	Suppressed	3680	Suppressed
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"65-69 years"	"65-69"	0	2931	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"70-74 years"	"70-74"	0	2096	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"75-79 years"	"75-79"	0	1381	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"80-84 years"	"80-84"	0	787	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"< 1 year"	"1"	Suppressed	219026	Suppressed
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"1-4 years"	"1-4"	Suppressed	930835	Suppressed
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"5-9 years"	"5-9"	0	1238790	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"10-14 years"	"10-14"	0	1317092	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"15-19 years"	"15-19"	Suppressed	1353082	Suppressed
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"20-24 years"	"20-24"	20	1403688	1.4
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	34	1498635	2.3
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	55	1559594	3.5
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	47	1502619	3.1
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	50	1404979	3.6
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	33	1314594	2.5
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	43	1423375	3.0
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	33	1531235	2.2
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"60-64 years "	"60-64"	33	1578769	2.1
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"65-69 years"	"65-69"	13	1425095	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"70-74 years"	"70-74"	0	1228366	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"75-79 years"	"75-79"	Suppressed	822016	Suppressed
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"80-84 years"	"80-84"	0	548716	Unreliable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"2021 "	"2021"	"Female"	"F"	"White"	"2106-3"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
