,foundation,granteeName,county,state,zipCode,grantedAmt,addressLine1,fips
884,BILL & MELINDA GATES FOUNDATION,CORNELL UNIVERSITY,New York County,NY,10065,164543.0,1300 YORK AVENUE BOX 89,36061
885,BILL & MELINDA GATES FOUNDATION,CORNELL UNIVERSITY,Tompkins County,NY,14850,456942.0,373 PINE TREE ROAD,36109
886,BILL & MELINDA GATES FOUNDATION,CORNELL UNIVERSITY,Tompkins County,NY,14850,6679231.0,373 PINE TREE ROAD,36109
887,BILL & MELINDA GATES FOUNDATION,CORNELL UNIVERSITY,Tompkins County,NY,14850,20000.0,373 PINE TREE ROAD,36109
888,BILL & MELINDA GATES FOUNDATION,CORNELL UNIVERSITY,Tompkins County,NY,14850,1004962.0,373 PINE TREE ROAD,36109
889,BILL & MELINDA GATES FOUNDATION,CORNELL UNIVERSITY,Tompkins County,NY,14850,509021.0,373 PINE TREE ROAD,36109
890,BILL & MELINDA GATES FOUNDATION,CORNELL UNIVERSITY,Tompkins County,NY,14850,459923.0,373 PINE TREE ROAD,36109
891,BILL & MELINDA GATES FOUNDATION,CORNELL UNIVERSITY,Tompkins County,NY,14850,339775.0,373 PINE TREE ROAD,36109
892,BILL & MELINDA GATES FOUNDATION,COUNCIL FOR A STRONG AMERICA,District of Columbia,DC,20005,175000.0,1212 NEW YORK AVENUE NW STE 300,11001
893,BILL & MELINDA GATES FOUNDATION,COUNCIL FOR A STRONG AMERICA,District of Columbia,DC,20005,575000.0,1212 NEW YORK AVENUE NW STE 300,11001
894,BILL & MELINDA GATES FOUNDATION,COUNCIL FOR A STRONG AMERICA,District of Columbia,DC,20005,150000.0,1212 NEW YORK AVENUE NW STE 300,11001
895,BILL & MELINDA GATES FOUNDATION,COUNCIL FOR A STRONG AMERICA,District of Columbia,DC,20005,200000.0,1212 NEW YORK AVENUE NW STE 300,11001
896,BILL & MELINDA GATES FOUNDATION,COUNCIL FOR A STRONG AMERICA,District of Columbia,DC,20005,100000.0,1212 NEW YORK AVENUE NW STE 300,11001
897,BILL & MELINDA GATES FOUNDATION,COUNCIL FOR OPPORTUNITY IN EDUCATION,District of Columbia,DC,20005,50000.0,1025 VERMONT AVENUE NW SUITE 400,11001
898,BILL & MELINDA GATES FOUNDATION,COUNCIL FOR SCIENTIFIC AND INDUSTRIAL RESEARCH,,,,81697.0,,
899,BILL & MELINDA GATES FOUNDATION,COUNCIL OF CHIEF STATE SCHOOL OFFICERS,District of Columbia,DC,20001,1050000.0,ONE MASSACHUSETTS AVE NW SUITE 700,11001
900,BILL & MELINDA GATES FOUNDATION,COUNCIL OF CHIEF STATE SCHOOL OFFICERS,District of Columbia,DC,20001,2650000.0,ONE MASSACHUSETTS AVE NW SUITE 700,11001
901,BILL & MELINDA GATES FOUNDATION,COUNCIL OF CHIEF STATE SCHOOL OFFICERS,District of Columbia,DC,20001,489000.0,ONE MASSACHUSETTS AVE NW SUITE 700,11001
902,BILL & MELINDA GATES FOUNDATION,COUNCIL OF CHIEF STATE SCHOOL OFFICERS,District of Columbia,DC,20001,1769474.0,ONE MASSACHUSETTS AVE NW SUITE 700,11001
903,BILL & MELINDA GATES FOUNDATION,COUNCIL OF CHIEF STATE SCHOOL OFFICERS,District of Columbia,DC,20001,500000.0,ONE MASSACHUSETTS AVE NW SUITE 700,11001
904,BILL & MELINDA GATES FOUNDATION,COUNCIL OF GOVERNORS,,,,221962.0,,
905,BILL & MELINDA GATES FOUNDATION,COUNCIL OF SCIENTIFIC & INDUSTRIAL RESEARCH,,,,201260.0,,
906,BILL & MELINDA GATES FOUNDATION,COUNCIL OF SCIENTIFIC & INDUSTRIAL RESEARCH,,,,1192970.0,,
907,BILL & MELINDA GATES FOUNDATION,COUNCIL OF SCIENTIFIC AND INDUSTRIAL RESEARCH,,,,90000.0,,
908,BILL & MELINDA GATES FOUNDATION,COUNCIL OF THE GREAT CITY SCHOOLS,District of Columbia,DC,20004,1250000.0,1331 PENNSYLVANIA AVENUE NW SUITE,11001
909,BILL & MELINDA GATES FOUNDATION,COUNCIL ON ENERGY ENVIRONMENT AND WATER,,,,349695.0,,
910,BILL & MELINDA GATES FOUNDATION,COUNCIL ON FOREIGN RELATIONS INC,New York County,NY,10065,250000.0,58 EAST 68TH STREET,36061
911,BILL & MELINDA GATES FOUNDATION,COUNCIL ON FOREIGN RELATIONS INC,New York County,NY,10065,213845.0,58 EAST 68TH STREET,36061
912,BILL & MELINDA GATES FOUNDATION,COUNCIL ON FOREIGN RELATIONS INC,New York County,NY,10065,292919.0,58 EAST 68TH STREET,36061
913,BILL & MELINDA GATES FOUNDATION,COUNCIL ON FOUNDATIONS INC,District of Columbia,DC,20037,500000.0,1255 23RD STREET NW SUITE 200,11001
914,BILL & MELINDA GATES FOUNDATION,COUNTY OF KING 406 TUKWILA SCHOOL DISTRICT,King County,WA,98168,350000.0,4640 S 144TH ST,53033
915,BILL & MELINDA GATES FOUNDATION,CRANE ENGINEERING SALES INC,Outagamie County,WI,54136,807500.0,707 FORD STREET,55087
916,BILL & MELINDA GATES FOUNDATION,CRANFIELD UNIVERSITY,,,,1483989.0,,
917,BILL & MELINDA GATES FOUNDATION,CREATING RESOURCES FOR EMPOWERMENT IN ACTION (CREA),,,,713348.0,,
918,BILL & MELINDA GATES FOUNDATION,CREDENTIAL ENGINE INC,District of Columbia,DC,20036,90000.0,2021 L STREET NW SUITE 101-342,11001
919,BILL & MELINDA GATES FOUNDATION,CREDENTIAL ENGINE INC,District of Columbia,DC,20036,637779.0,2021 L STREET NW SUITE 101-342,11001
920,BILL & MELINDA GATES FOUNDATION,CRESPIN ENTERPRISES INC,,VA,22046,57776.0,208 NOLAND STREET SUITE A,
921,BILL & MELINDA GATES FOUNDATION,CRISPR THERAPEUTICS INC,Middlesex County,MA,02139,969538.0,610 MAIN STREET 7TH FLOOR,25017
922,BILL & MELINDA GATES FOUNDATION,CROWN AGENTS LIMITED,,,,1452255.0,,
923,BILL & MELINDA GATES FOUNDATION,CSEP RESEARCH FOUNDATION,,,,806709.0,,
924,BILL & MELINDA GATES FOUNDATION,CSIR - FOOD RESEARCH INSTITUTE,,,,199946.0,,
925,BILL & MELINDA GATES FOUNDATION,CURTIN UNIVERSITY,,,,4900000.0,,
926,BILL & MELINDA GATES FOUNDATION,CYTED LTD,,,,27600.0,,
927,BILL & MELINDA GATES FOUNDATION,CYTEL CANADA HEALTH INC,,,,50200.0,,
928,BILL & MELINDA GATES FOUNDATION,DG MURRAY TRUST THE,,,,950000.0,,
929,BILL & MELINDA GATES FOUNDATION,DALBERG CATALYST,District of Columbia,DC,20005,788183.0,1401 K STREET NW 900,11001
930,BILL & MELINDA GATES FOUNDATION,DALBERG CATALYST,District of Columbia,DC,20005,500000.0,1401 K STREET NW 900,11001
931,BILL & MELINDA GATES FOUNDATION,DALLAS COUNTY COMMUNITY COLLEGE DISTRICT FOUNDATION INC,Dallas County,TX,75215,650000.0,1601 BOTHAM JEAN BOULEVARD,48113
932,BILL & MELINDA GATES FOUNDATION,DANMARKS TEKNISKE UNIVERSITET,,,,327297.0,,
933,BILL & MELINDA GATES FOUNDATION,DARE BIOSCIENCE INC,San Diego County,CA,92122,11453099.0,3655 NOBEL DRIVE SUITE 260,06073
934,BILL & MELINDA GATES FOUNDATION,DARTMOUTH-HITCHCOCK CLINIC,Grafton County,NH,03756,1066440.0,ONE MEDICAL CENTER DRIVE,33009
935,BILL & MELINDA GATES FOUNDATION,DASRA,Harris County,TX,77056,217500.0,ONE RIVERWAY DRIVE SUITE 1900,48201
936,BILL & MELINDA GATES FOUNDATION,DASRA,Harris County,TX,77056,100000.0,ONE RIVERWAY DRIVE SUITE 1900,48201
937,BILL & MELINDA GATES FOUNDATION,DASRA,Harris County,TX,77056,197531.0,ONE RIVERWAY DRIVE SUITE 1900,48201
938,BILL & MELINDA GATES FOUNDATION,DASRA,Harris County,TX,77056,514545.0,ONE RIVERWAY DRIVE SUITE 1900,48201
939,BILL & MELINDA GATES FOUNDATION,DATA FOUNDATION THE,District of Columbia,DC,20001,230000.0,1003 K STREET NORTHWEST,11001
940,BILL & MELINDA GATES FOUNDATION,DATA QUALITY CAMPAIGN INC,District of Columbia,DC,20005,150000.0,1341 G STREET NW SUITE 700,11001
941,BILL & MELINDA GATES FOUNDATION,DATA QUALITY CAMPAIGN INC,District of Columbia,DC,20005,450000.0,1341 G STREET NW SUITE 700,11001
942,BILL & MELINDA GATES FOUNDATION,DATA QUALITY CAMPAIGN INC,District of Columbia,DC,20005,375000.0,1341 G STREET NW SUITE 700,11001
943,BILL & MELINDA GATES FOUNDATION,DATA QUALITY CAMPAIGN INC,District of Columbia,DC,20005,1000000.0,1341 G STREET NW SUITE 700,11001
944,BILL & MELINDA GATES FOUNDATION,DATA QUALITY CAMPAIGN INC,District of Columbia,DC,20005,200000.0,1341 G STREET NW SUITE 700,11001
945,BILL & MELINDA GATES FOUNDATION,DATA QUALITY CAMPAIGN INC,District of Columbia,DC,20005,175000.0,1341 G STREET NW SUITE 700,11001
946,BILL & MELINDA GATES FOUNDATION,DATA QUALITY CAMPAIGN INC,District of Columbia,DC,20005,100000.0,1341 G STREET NW SUITE 700,11001
947,BILL & MELINDA GATES FOUNDATION,DATA SCIENTISTS NETWORK FOUNDATION,,,,199192.0,,
948,BILL & MELINDA GATES FOUNDATION,DAVYCAS INTERNATIONAL,,,,1105737.0,,
949,BILL & MELINDA GATES FOUNDATION,DEANS FOR IMPACT,Travis County,TX,78702,122700.0,2000 E 6TH ST SUITE 8,48453
950,BILL & MELINDA GATES FOUNDATION,DECISION LAB THE,,,,575000.0,,
951,BILL & MELINDA GATES FOUNDATION,DECOY THERAPEUTICS INC,Middlesex County,MA,02138,480400.0,3 CONCORD AVE 42,25017
952,BILL & MELINDA GATES FOUNDATION,DEGREES OF CHANGE,Pierce County,WA,98401,515525.0,PO BOX 1573,53053
953,BILL & MELINDA GATES FOUNDATION,DELEGATION GENERALE A L'ENTREPRENARIAT RAPIDE DES FEMMES ET DES JEUNES,,,,500000.0,,
954,BILL & MELINDA GATES FOUNDATION,DELIVERY ASSOCIATES LTD,,,,32286.0,,
955,BILL & MELINDA GATES FOUNDATION,DELSITECH OY,,,,570822.0,,
956,BILL & MELINDA GATES FOUNDATION,DELTA RESEARCH & EDUCATIONAL FOUNDATION,District of Columbia,DC,20009,43639.0,1703 NEW HAMPSHIRE AVENUE NW,11001
957,BILL & MELINDA GATES FOUNDATION,DELTA RESEARCH & EDUCATIONAL FOUNDATION,District of Columbia,DC,20009,250000.0,1703 NEW HAMPSHIRE AVENUE NW,11001
958,BILL & MELINDA GATES FOUNDATION,DENISE LOUIE EDUCATION CENTER,King County,WA,98108,100000.0,5333 15TH AVE S STE 1K,53033
959,BILL & MELINDA GATES FOUNDATION,DENVER PUBLIC SCHOOLS FOUNDATION,Denver County,CO,80203,1600000.0,1860 LINCOLN STREET,08031
960,BILL & MELINDA GATES FOUNDATION,DENVER RESEARCH INSTITUTE,Arapahoe County,CO,80011,1040829.0,830 POTOMAC CIR UNIT 125,08005
961,BILL & MELINDA GATES FOUNDATION,DEPARTMENT OF PUBLIC HEALTH ENGINEERING,,,,250000.0,,
962,BILL & MELINDA GATES FOUNDATION,DESIRE LINE LLC,Bartholomew County,IN,47203,500165.0,3401 GROVE PLACE,18005
963,BILL & MELINDA GATES FOUNDATION,DESMOND TUTU HEALTH FOUNDATION NPC,,,,2584566.0,,
964,BILL & MELINDA GATES FOUNDATION,DEUTSCHE GESELLSCHAFT FUR INTERNATIONALE ZUSAMMENARBEIT (GIZ) GMBH,,,,693805.0,,
965,BILL & MELINDA GATES FOUNDATION,DEUTSCHE GESELLSCHAFT FUR INTERNATIONALE ZUSAMMENARBEIT (GIZ) GMBH,,,,2013704.0,,
966,BILL & MELINDA GATES FOUNDATION,DEUTSCHE GESELLSCHAFT FUR INTERNATIONALE ZUSAMMENARBEIT (GIZ) GMBH,,,,428985.0,,
967,BILL & MELINDA GATES FOUNDATION,DEUTSCHE STIFTUNG WELTBEVOELKERUNG,,,,2456422.0,,
968,BILL & MELINDA GATES FOUNDATION,DEUTSCHE WELTHUNGERHILFE EV,,,,500000.0,,
969,BILL & MELINDA GATES FOUNDATION,DEUTSCHES KREBSFORSCHUNGSZENTRUM,,,,301566.0,,
970,BILL & MELINDA GATES FOUNDATION,DEVELOPMENT GATEWAY INC,District of Columbia,DC,20005,3790632.0,1110 VERMONT AVE NW SUITE 500,11001
971,BILL & MELINDA GATES FOUNDATION,DEVELOPMENT GATEWAY INC,District of Columbia,DC,20005,937377.0,1110 VERMONT AVE NW SUITE 500,11001
972,BILL & MELINDA GATES FOUNDATION,DEVELOPMENT GATEWAY INC,District of Columbia,DC,20005,2000000.0,1110 VERMONT AVE NW SUITE 500,11001
973,BILL & MELINDA GATES FOUNDATION,DEVELOPMENT INITIATIVES POVERTY RESEARCH LTD,,,,250000.0,,
974,BILL & MELINDA GATES FOUNDATION,DEVELOPMENT INITIATIVES POVERTY RESEARCH LTD,,,,244375.0,,
975,BILL & MELINDA GATES FOUNDATION,DEVELOPMENT INITIATIVES POVERTY RESEARCH LTD,,,,393750.0,,
976,BILL & MELINDA GATES FOUNDATION,DEVELOPMENT RESEARCH AND PROJECTS CENTRE,,,,1100000.0,,
977,BILL & MELINDA GATES FOUNDATION,DFS LAB LLC,Clackamas County,OR,97045,441888.0,18151 WALDOW ROAD,41005
978,BILL & MELINDA GATES FOUNDATION,DFS LAB LLC,Clackamas County,OR,97045,306604.0,18151 WALDOW ROAD,41005
979,BILL & MELINDA GATES FOUNDATION,DIAGNOSTIC CONSULTING NETWORK INC,San Diego County,CA,92011,150000.0,6354 CORTE DEL ABETO SUITE B,06073
980,BILL & MELINDA GATES FOUNDATION,DIALOGUE GROUP (PTY) LTD THE,,,,1891662.0,,
981,BILL & MELINDA GATES FOUNDATION,DIGITAL FRONTIERS INSTITUTE NPC,,,,766564.0,,
982,BILL & MELINDA GATES FOUNDATION,DIGITAL FRONTIERS INSTITUTE NPC,,,,393786.0,,
983,BILL & MELINDA GATES FOUNDATION,DIGITAL GREEN FOUNDATION,San Francisco County,CA,94108,513513.0,650 CALIFORNIA ST 7TH FLOOR,06075
984,BILL & MELINDA GATES FOUNDATION,DIGITAL GREEN FOUNDATION,San Francisco County,CA,94108,3560833.0,650 CALIFORNIA ST 7TH FLOOR,06075
985,BILL & MELINDA GATES FOUNDATION,DIGITAL PROMISE GLOBAL,District of Columbia,DC,20036,171543.0,1001 CONNECTICUT AVE NW STE 935,11001
986,BILL & MELINDA GATES FOUNDATION,DIGITAL PROMISE GLOBAL,District of Columbia,DC,20036,584787.0,1001 CONNECTICUT AVE NW STE 935,11001
987,BILL & MELINDA GATES FOUNDATION,DIGITAL PROMISE GLOBAL,District of Columbia,DC,20036,712027.0,1001 CONNECTICUT AVE NW STE 935,11001
988,BILL & MELINDA GATES FOUNDATION,DIGITAL PROMISE GLOBAL,District of Columbia,DC,20036,342368.0,1001 CONNECTICUT AVE NW STE 935,11001
989,BILL & MELINDA GATES FOUNDATION,DIGITAL PROMISE GLOBAL,District of Columbia,DC,20036,723363.0,1001 CONNECTICUT AVE NW STE 935,11001
990,BILL & MELINDA GATES FOUNDATION,DIGITAL PROMISE GLOBAL,District of Columbia,DC,20036,624248.0,1001 CONNECTICUT AVE NW STE 935,11001
991,BILL & MELINDA GATES FOUNDATION,DIGITAL PROMISE GLOBAL,District of Columbia,DC,20036,230218.0,1001 CONNECTICUT AVE NW STE 935,11001
992,BILL & MELINDA GATES FOUNDATION,DIINSIDER CO LTD,,,,30000.0,,
993,BILL & MELINDA GATES FOUNDATION,DIMAGI INC,Middlesex County,MA,02139,713021.0,585 MASSACHUSETTS AVENUE SUITE 4,25017
994,BILL & MELINDA GATES FOUNDATION,DIMAGI INC,Middlesex County,MA,02139,496998.0,585 MASSACHUSETTS AVENUE SUITE 4,25017
995,BILL & MELINDA GATES FOUNDATION,DIMAGI INC,Middlesex County,MA,02139,100000.0,585 MASSACHUSETTS AVENUE SUITE 4,25017
996,BILL & MELINDA GATES FOUNDATION,DIMAGI INC,Middlesex County,MA,02139,942984.0,585 MASSACHUSETTS AVENUE SUITE 4,25017
997,BILL & MELINDA GATES FOUNDATION,DIRECTORATE OF SCIENCE TECHNOLOGY AND INNOVATION,,,,273476.0,,
998,BILL & MELINDA GATES FOUNDATION,DISTRICT CHARTER ALLIANCE,Dallas County,TX,75207,38960.0,1825 MARKET CENTER BLVD SUITE 500,48113
999,BILL & MELINDA GATES FOUNDATION,DISTRICT OF COLUMBIA COLLEGE ACCESS PROGRAM,District of Columbia,DC,20003,1500000.0,1220 12TH STREET SE SUITE 110,11001
1000,BILL & MELINDA GATES FOUNDATION,DISTRICT OF COLUMBIA COLLEGE SUCCESS FOUNDATION,District of Columbia,DC,20001,2513932.0,1805 7TH ST NW SUITE 500,11001
1001,BILL & MELINDA GATES FOUNDATION,DKT INTERNATIONAL INC,District of Columbia,DC,20006,2700000.0,1701 K ST NW SUITE 900,11001
1002,BILL & MELINDA GATES FOUNDATION,DKT INTERNATIONAL INC,District of Columbia,DC,20006,2253805.0,1701 K ST NW SUITE 900,11001
1003,BILL & MELINDA GATES FOUNDATION,DKT INTERNATIONAL INC,District of Columbia,DC,20006,1233910.0,1701 K ST NW SUITE 900,11001
1004,BILL & MELINDA GATES FOUNDATION,DKT INTERNATIONAL INC,District of Columbia,DC,20006,2200000.0,1701 K ST NW SUITE 900,11001
1005,BILL & MELINDA GATES FOUNDATION,DKT INTERNATIONAL INC,District of Columbia,DC,20006,1478510.0,1701 K ST NW SUITE 900,11001
1006,BILL & MELINDA GATES FOUNDATION,DONALD DANFORTH PLANT SCIENCE CENTER,St. Louis County,MO,63132,350000.0,975 NORTH WARSON ROAD,29189
1007,BILL & MELINDA GATES FOUNDATION,DONALD DANFORTH PLANT SCIENCE CENTER,St. Louis County,MO,63132,904489.0,975 NORTH WARSON ROAD,29189
1008,BILL & MELINDA GATES FOUNDATION,DONORS OF COLOR NETWORK INC,Kings County,NY,11217,125000.0,315 FLATBUSH AVENUE 512,36047
1009,BILL & MELINDA GATES FOUNDATION,DONORS OF COLOR NETWORK INC,Kings County,NY,11217,50000.0,315 FLATBUSH AVENUE 512,36047
1010,BILL & MELINDA GATES FOUNDATION,DONORSCHOOSEORG,New York County,NY,10018,5000.0,134 WEST 37TH STREET,36061
1011,BILL & MELINDA GATES FOUNDATION,DONORSCHOOSEORG,New York County,NY,10018,500000.0,134 WEST 37TH STREET,36061
1012,BILL & MELINDA GATES FOUNDATION,DR REDDY'S LABORATORIES LTD,,,,1130000.0,,
1013,BILL & MELINDA GATES FOUNDATION,DREXEL UNIVERSITY,Philadelphia County,PA,19102,239225.0,1505 RACE STREET 10TH FLOOR,42101
1014,BILL & MELINDA GATES FOUNDATION,DRUGS FOR NEGLECTED DISEASES INITIATIVE,,,,4013911.0,,
1015,BILL & MELINDA GATES FOUNDATION,DRUGS FOR NEGLECTED DISEASES INITIATIVE,,,,5184211.0,,
1016,BILL & MELINDA GATES FOUNDATION,DRUGS FOR NEGLECTED DISEASES INITIATIVE,,,,75377.0,,
1017,BILL & MELINDA GATES FOUNDATION,DUKE KUNSHAN UNIVERSITY,,,,798906.0,,
1018,BILL & MELINDA GATES FOUNDATION,DUKE UNIVERSITY,Durham County,NC,27708,450000.0,225 ALLEN BUILDING BOX 90032,37063
1019,BILL & MELINDA GATES FOUNDATION,DUKE UNIVERSITY,Durham County,NC,27708,500000.0,225 ALLEN BUILDING BOX 90032,37063
1020,BILL & MELINDA GATES FOUNDATION,DUKE UNIVERSITY,Durham County,NC,27708,701402.0,225 ALLEN BUILDING BOX 90032,37063
1021,BILL & MELINDA GATES FOUNDATION,DUKE UNIVERSITY,Durham County,NC,27708,100297.0,225 ALLEN BUILDING BOX 90032,37063
1022,BILL & MELINDA GATES FOUNDATION,DUKE UNIVERSITY,Durham County,NC,27708,500000.0,225 ALLEN BUILDING BOX 90032,37063
1023,BILL & MELINDA GATES FOUNDATION,DUKE UNIVERSITY,Durham County,NC,27708,1600000.0,225 ALLEN BUILDING BOX 90032,37063
1024,BILL & MELINDA GATES FOUNDATION,DUKE UNIVERSITY,Durham County,NC,27708,1250000.0,225 ALLEN BUILDING BOX 90032,37063
1025,BILL & MELINDA GATES FOUNDATION,DUKE UNIVERSITY,Durham County,NC,27708,68610.0,225 ALLEN BUILDING BOX 90032,37063
1026,BILL & MELINDA GATES FOUNDATION,DUKE UNIVERSITY,Durham County,NC,27708,1399843.0,225 ALLEN BUILDING BOX 90032,37063
1027,BILL & MELINDA GATES FOUNDATION,DUKE UNIVERSITY,Durham County,NC,27708,188004.0,225 ALLEN BUILDING BOX 90032,37063
1028,BILL & MELINDA GATES FOUNDATION,DUKE UNIVERSITY,Durham County,NC,27708,35000.0,225 ALLEN BUILDING BOX 90032,37063
1029,BILL & MELINDA GATES FOUNDATION,DUWAMISH TRIBAL SERVICES,King County,WA,98106,50000.0,4705 WEST MARGINAL WAY SOUTHWEST,53033
1030,BILL & MELINDA GATES FOUNDATION,DVARA RESEARCH FOUNDATION,,,,1086144.0,,
1031,BILL & MELINDA GATES FOUNDATION,DXTERA INSTITUTE INC,Suffolk County,MA,02108,499999.0,55 COURT STREET SUITE 200,25025
1032,BILL & MELINDA GATES FOUNDATION,E3 ALLIANCE,Travis County,TX,78752,100000.0,5930 MIDDLE FISKVILLE ROAD SUITE,48453
1033,BILL & MELINDA GATES FOUNDATION,E3 ALLIANCE,Travis County,TX,78752,155000.0,5930 MIDDLE FISKVILLE ROAD SUITE,48453
1034,BILL & MELINDA GATES FOUNDATION,E3 ALLIANCE,Travis County,TX,78752,1019537.0,5930 MIDDLE FISKVILLE ROAD SUITE,48453
1035,BILL & MELINDA GATES FOUNDATION,EAB GLOBAL INC,District of Columbia,DC,20037,400000.0,2445 M STREET NORTHWEST,11001
1036,BILL & MELINDA GATES FOUNDATION,EARL MONROE NEW RENAISSANCE BASKETBALL CHARTER SCHOOL,Bronx County,NY,10461,50000.0,1617 PARKVIEW AVENUE,36005
1037,BILL & MELINDA GATES FOUNDATION,EAST AFRICAN COMMUNITY SECRETARIAT,,,,372333.0,,
1038,BILL & MELINDA GATES FOUNDATION,EASTERN AND SOUTHERN AFRICA WATER AND SANITATION REGULATORS ASSOCIATION,,,,900000.0,,
1039,BILL & MELINDA GATES FOUNDATION,EASTERN VIRGINIA MEDICAL SCHOOL,Norfolk city,VA,23507,65769.0,601 COLLEY AVE,51710
1040,BILL & MELINDA GATES FOUNDATION,ECFR,,,,200294.0,,
1041,BILL & MELINDA GATES FOUNDATION,ECOBANK TRANSNATIONAL INC,,,,1775000.0,,
1042,BILL & MELINDA GATES FOUNDATION,ECOLE AFRICAINE D'ECONOMIE,,,,214815.0,,
1043,BILL & MELINDA GATES FOUNDATION,ECONOMIC COMMUNITY OF WEST AFRICAN STATES (ECOWAS),,,,1592000.0,,
1044,BILL & MELINDA GATES FOUNDATION,ECONOMIC OPPORTUNITY INSTITUTE,King County,WA,98101,100000.0,603 STEWART STREET SUITE 715,53033
1045,BILL & MELINDA GATES FOUNDATION,EDCERT LLC,New York County,NY,10022,1266978.0,745 5TH AVENUE 500,36061
1046,BILL & MELINDA GATES FOUNDATION,EDELGIVE FOUNDATION,,,,858698.0,,
1047,BILL & MELINDA GATES FOUNDATION,EDICIONES EL PAIS SL,,,,400000.0,,
1048,BILL & MELINDA GATES FOUNDATION,EDITORIAL PROJECTS IN EDUCATION INC,Montgomery County,MD,20814,300000.0,6935 ARLINGTON RD SUITE 100,24031
1049,BILL & MELINDA GATES FOUNDATION,EDMONDS SCHOOL DISTRICT NO 15,Snohomish County,WA,98036,150000.0,20420 68TH AVE W,53061
1050,BILL & MELINDA GATES FOUNDATION,EDNOVATE INC,Los Angeles County,CA,90071,439000.0,350 S FIGUEROA ST SUITE 250,06037
1051,BILL & MELINDA GATES FOUNDATION,EDQUITY INC,Kings County,NY,11201,287257.0,370 JAY ST 7TH FLOOR,36047
1052,BILL & MELINDA GATES FOUNDATION,EDREPORTSORG INC,Durham County,NC,27717,500000.0,PO BOX 51099,37063
1053,BILL & MELINDA GATES FOUNDATION,EDREPORTSORG INC,Durham County,NC,27717,637900.0,PO BOX 51099,37063
1054,BILL & MELINDA GATES FOUNDATION,EDREPORTSORG INC,Durham County,NC,27717,1875000.0,PO BOX 51099,37063
1055,BILL & MELINDA GATES FOUNDATION,EDUCATION ANALYTICS INC,Dane County,WI,53703,1527661.0,110 EAST MAIN STREET SUITE 1000,55025
1056,BILL & MELINDA GATES FOUNDATION,EDUCATION ANALYTICS INC,Dane County,WI,53703,875112.0,110 EAST MAIN STREET SUITE 1000,55025
1057,BILL & MELINDA GATES FOUNDATION,EDUCATION COMMISSION OF THE STATES,Denver County,CO,80203,1098075.0,700 BROADWAY AVE SUITE 810,08031
1058,BILL & MELINDA GATES FOUNDATION,EDUCATION COMMISSION OF THE STATES,Denver County,CO,80203,142693.0,700 BROADWAY AVE SUITE 810,08031
1059,BILL & MELINDA GATES FOUNDATION,EDUCATION COMMISSION OF THE STATES,Denver County,CO,80203,341000.0,700 BROADWAY AVE SUITE 810,08031
1060,BILL & MELINDA GATES FOUNDATION,EDUCATION COMMISSION OF THE STATES,Denver County,CO,80203,100000.0,700 BROADWAY AVE SUITE 810,08031
1061,BILL & MELINDA GATES FOUNDATION,EDUCATION COMMISSION OF THE STATES,Denver County,CO,80203,682000.0,700 BROADWAY AVE SUITE 810,08031
1062,BILL & MELINDA GATES FOUNDATION,EDUCATION COMMISSION OF THE STATES,Denver County,CO,80203,540876.0,700 BROADWAY AVE SUITE 810,08031
1063,BILL & MELINDA GATES FOUNDATION,EDUCATION COMMISSION OF THE STATES,Denver County,CO,80203,629625.0,700 BROADWAY AVE SUITE 810,08031
1064,BILL & MELINDA GATES FOUNDATION,EDUCATION FIRST CONSULTING LLC,King County,WA,98122,51900.0,PO BOX 22871,53033
1065,BILL & MELINDA GATES FOUNDATION,EDUCATION FIRST CONSULTING LLC,King County,WA,98122,270984.0,PO BOX 22871,53033
1066,BILL & MELINDA GATES FOUNDATION,EDUCATION FIRST CONSULTING LLC,King County,WA,98122,300000.0,PO BOX 22871,53033
1067,BILL & MELINDA GATES FOUNDATION,EDUCATION FIRST CONSULTING LLC,King County,WA,98122,400000.0,PO BOX 22871,53033
1068,BILL & MELINDA GATES FOUNDATION,EDUCATION LEADERS OF COLOR INC,Los Angeles County,CA,90010,200000.0,3680 WILSHIRE BLVD,06037
1069,BILL & MELINDA GATES FOUNDATION,EDUCATION PARTNERSHIP OF THE PERMIAN BASIN,Ector County,TX,79765,125000.0,4400 PARKS LEGADO RD,48135
1070,BILL & MELINDA GATES FOUNDATION,EDUCATION PIONEERS INC,Suffolk County,MA,02115,500000.0,177 HUNTINGTON AVENUE SUITE,25025
1071,BILL & MELINDA GATES FOUNDATION,EDUCATION REFORM NOW INC,Essex County,NJ,07052,200000.0,16 MAIN STREET SUITE 3211,34013
1072,BILL & MELINDA GATES FOUNDATION,EDUCATION REFORM NOW INC,Essex County,NJ,07052,100000.0,16 MAIN STREET SUITE 3211,34013
1073,BILL & MELINDA GATES FOUNDATION,EDUCATION RESOURCE STRATEGIES INC,Middlesex County,MA,02472,235000.0,480 PLEASANT STREET SUITE C-200,25017
1074,BILL & MELINDA GATES FOUNDATION,EDUCATION RESOURCE STRATEGIES INC,Middlesex County,MA,02472,682460.0,480 PLEASANT STREET SUITE C-200,25017
1075,BILL & MELINDA GATES FOUNDATION,EDUCATION SERVICE CENTER REGION IV OF TEXAS,Harris County,TX,77092,625000.0,7145 WEST TIDWELL ROAD,48201
